"","factory_location","destination","distance_km","transport_mode","fuel_price","shipment_weight","shipment_volume","num_stops","shipment_urgency","weather_conditions","carrier_reliability","order_volume","product_type","packaging_type","special_handling","customs_clearance","supply_chain_disruption","seasonality","temp_control","delivery_lead_time","id"
"517","Columbus","Las Vegas",875,"Road",0.64,9199,34.8,2,"Medium","Clear",77.4,453,"Pharmaceutical","Fragile","No","Yes","No","Peak","No",3.4,517
"518","San Antonio","Denver",2838,"Road",0.59,5130,77.8,0,"Medium","Clear",92.8,215,"Clothing","Fragile","Yes","No","No","Off-Peak","No",5.2,518
"519","Houston","Nashville",118,"Air",0.53,1751,28.9,0,"Low","Clear",93.8,553,"Electronics","Fragile","Yes","No","No","Off-Peak","No",1,519
"520","San Diego","Indianapolis",573,"Road",1.48,15404,24.7,0,"High","Clear",99.7,718,"Electronics","Oversized","No","No","No","Peak","No",1.8,520
"521","Jacksonville","Seattle",2916,"Road",1.54,5610,1.2,0,"High","Rain",94.4,969,"Automotive","Oversized","Yes","No","No","Off-Peak","No",5.7,521
"522","Chicago","Portland",2409,"Air",0.78,10151,39.1,0,"Medium","Clear",72.7,126,"Pharmaceutical","Standard","No","No","No","Peak","No",2.4,522
"523","Columbus","Orlando",2999,"Road",1.69,2777,64.9,0,"Low","Clear",74,29,"Pharmaceutical","Fragile",NA,"Yes","No","Peak","No",7.4,523
"524","San Diego","Indianapolis",819,"Road",1.69,9597,81.4,1,"Low","Clear",81,347,"Pharmaceutical","Standard","No","No","No","Off-Peak","No",1.9,524
"525","Philadelphia","Kansas City",1767,"Road",1.45,17027,19.1,1,"Low","Rain",73.3,852,"Automotive","Refrigerated","No","No","No","Off-Peak","No",4.8,525
"526","Houston","Cincinnati",263,"Rail",1.93,380,98.2,2,"Medium","Rain",90.7,917,"Furniture","Standard","No","No","No","Off-Peak","Yes",2,526
"527","San Antonio","Sacramento",2417,"Rail",0.72,19891,66,NA,"Low","Clear",74.2,231,"Pharmaceutical","Oversized","No","No","No","Off-Peak","No",4.3,527
"528","San Jose","Denver",2648,"Road",0.59,15801,82.6,0,"Low","Clear",98.5,40,"Electronics","Refrigerated","Yes","No","No","Off-Peak","No",5.7,528
"529","Austin","Miami",2674,"Road",1.91,5080,92.4,3,"Medium","Clear",84.8,829,"Automotive","Oversized","No","Yes","Yes","Off-Peak","No",10.1,529
"530","San Diego","Sacramento",83,"Rail",1.77,14836,60.2,0,"Low","Rain",74.6,400,"Electronics","Standard","No","No","No","Peak","No",1,530
"531","Columbus","Detroit",762,"Air",1.03,9319,31.7,2,"Low","Rain",84.7,334,"Automotive","Fragile","No","Yes","No","Off-Peak","No",3.9,531
"532","Houston","Sacramento",1841,"Road",1.1,806,78.1,1,"Low","Rain",85.2,121,"Electronics","Fragile","No","No","No","Off-Peak","No",4.9,532
"533","San Jose","Boston",1120,"Road",1.94,12242,75.9,2,"Low","Clear",99.7,808,"Automotive","Fragile","Yes","Yes","No","Off-Peak","No",5.8,533
"534","Dallas","Orlando",2142,"Road",0.65,8065,87.1,2,"Low","Clear",80.4,373,"Clothing","Fragile","No","No","No","Peak","No",4.9,534
"535","Philadelphia","Kansas City",174,"Air",1.56,19933,44.5,1,"Low","Clear",91.1,418,"Electronics","Refrigerated","No","Yes","No","Off-Peak","No",2.9,535
"536","Chicago","Sacramento",1989,"Road",1.33,8908,84.4,0,"Low","Clear",71.7,219,"Automotive","Standard","No","No","No","Off-Peak","No",4.3,536
"537","Houston","Las Vegas",731,"Road",1.82,298,64.7,0,"Medium","Rain",83.2,278,"Clothing","Refrigerated","Yes","No","No","Off-Peak","No",1.3,537
"538","Dallas","Boston",855,"Rail",1.6,606,38.8,0,"High","Clear",74.2,729,"Clothing","Standard","No","No","Yes","Off-Peak","Yes",2.5,538
"539","Dallas","Sacramento",2213,"Road",1.44,6142,13.3,0,"Low","Clear",79,119,"Pharmaceutical","Refrigerated","No","No","No","Off-Peak","No",3.5,539
"540","Houston","Sacramento",576,"Air",0.73,2574,54.5,1,"Medium","Rain",73.6,533,"Automotive","Fragile","Yes","Yes","No","Off-Peak","No",2.4,540
"541","Charlotte","Sacramento",1188,"Road",1.21,2379,66.5,1,"Low","Rain",78.9,168,"Electronics","Oversized","No","No","Yes","Peak","No",5.9,541
"542","Houston","Cincinnati",2069,"Road",1.15,9096,6.9,2,"Medium","Snow",71.1,159,"Clothing","Fragile","Yes","Yes","No","Off-Peak","No",8,542
"543","Philadelphia","Boston",1275,"Road",0.73,NA,90.5,0,"Medium","Clear",78,365,"Electronics","Oversized","No","Yes","No","Peak","Yes",4.3,543
"544","Phoenix","Cincinnati",1649,"Road",1.75,5500,19.8,1,"Low","Snow",87.8,820,"Furniture","Fragile","No","No","Yes","Off-Peak","No",7.6,544
"545","New York","Nashville",NA,"Road",0.93,7887,96.4,4,"Medium","Clear",74.1,489,"Automotive","Refrigerated","Yes","Yes","Yes","Off-Peak","No",8.7,545
"546","San Diego","Denver",425,"Rail",1.45,11171,10.2,0,"Medium","Clear",86.9,345,"Food","Refrigerated","Yes","No","Yes","Off-Peak","No",3.1,546
"547","San Antonio","Las Vegas",142,"Rail",1.22,4732,12.6,1,"Low","Clear",87.1,700,"Clothing","Fragile","No","Yes","No","Peak","No",2.7,547
"548","Charlotte","Cincinnati",539,"Road",1.35,1044,45.7,1,"Medium","Clear",93,145,"Clothing","Oversized","No","No","No","Off-Peak","No",1.5,548
"549","Jacksonville","Cincinnati",2407,"Road",1.42,19337,70.6,2,"Medium","Clear",70,475,"Clothing","Standard","No","Yes","No","Off-Peak","No",7,549
"550","Charlotte","Seattle",470,NA,0.66,3279,38.5,1,"Medium","Clear",96.9,564,"Food","Standard","No","No","No","Off-Peak","No",1,550
"551","Phoenix","Portland",270,"Air",1.23,12069,31.3,1,"Low","Clear",73.6,892,"Food","Oversized","No","Yes","No","Off-Peak","No",2.3,551
"552","Columbus","Sacramento",134,"Road",0.74,18777,70.7,0,"Low","Rain",70.8,114,"Furniture","Oversized","Yes","No","No","Off-Peak","No",1,552
"553","Philadelphia","Las Vegas",1281,"Air",1.14,19834,70.2,0,"Low","Clear",95.2,116,"Electronics","Oversized","No","Yes","No","Off-Peak","No",3.7,553
"554","Charlotte","Portland",2569,"Road",1.51,11869,74.3,1,"Low","Clear",80.2,402,"Food","Standard","No","No","No","Off-Peak","No",5.4,554
"555","Charlotte","Denver",1025,"Road",1.36,15919,43.5,1,"High","Clear",86.8,713,"Electronics","Fragile","No","No","No","Peak","No",2,555
"556","Chicago","Portland",1361,"Road",0.9,1846,21.3,1,"Medium","Clear",74,427,"Pharmaceutical","Standard","No","No","No","Off-Peak","No",3.6,556
"557","San Diego","Cleveland",1270,"Road",0.95,2147,40.8,2,"Low","Clear",91.3,822,"Pharmaceutical","Fragile","No","Yes","Yes","Peak","No",8.7,557
"558","Charlotte","Indianapolis",1088,"Air",0.52,2695,28.9,0,"Low","Clear",86.9,84,"Electronics","Refrigerated","No","No","No","Peak","No",1,558
"559","San Jose","Nashville",2787,"Road",0.94,4589,75.5,1,"Low","Rain",78.3,698,"Food","Oversized","No","No","No","Off-Peak","No",7.4,559
"560","Phoenix","Sacramento",2794,"Air",1.56,6771,55.9,1,"High","Clear",95.1,649,"Electronics","Fragile","No","Yes","No","Off-Peak","No",5.2,560
"561","San Antonio","Kansas City",877,"Road",0.61,12191,77.5,0,"Low","Clear",97.6,454,"Pharmaceutical","Oversized","Yes","No","No","Off-Peak","No",1.3,561
"562","Houston","Denver",2201,"Road",1.96,4008,51.7,0,"Low","Clear",89.4,517,"Automotive","Oversized","No","No","No","Off-Peak","No",4.1,562
"563","Jacksonville","Orlando",690,"Rail",1.7,5705,61.4,3,"Low","Clear",81.5,314,"Automotive","Fragile","No","No","No","Off-Peak","No",2.6,563
"564","Columbus","Atlanta",2824,"Air",1.84,1710,66.4,1,"Medium","Rain",84,516,"Furniture","Oversized","No","No","No","Off-Peak","No",4.6,564
"565","Dallas","Nashville",240,"Rail",1.28,12805,68.2,0,"Low","Clear",91.6,89,"Furniture","Oversized","No","No","No","Peak","No",1,565
"566","Austin","Cincinnati",2967,"Road",1.02,17163,13.4,0,"Medium","Storm",80.8,920,"Automotive","Fragile","No","No","No","Peak","No",7.6,566
"567","Austin","Cincinnati",670,"Road",1.2,15385,65.1,0,"Low","Clear",85.2,71,"Electronics","Standard","Yes","Yes","No","Off-Peak","No",2.9,567
"568","Chicago","Orlando",990,"Road",0.66,12126,25.7,1,"High","Clear",85.6,854,"Pharmaceutical","Fragile","No","No","No","Off-Peak","Yes",1.8,568
"569","Columbus","Orlando",409,"Road",0.84,13297,61.4,3,"Low","Rain",90.5,760,"Clothing","Standard","No","No","No","Off-Peak","No",3.3,569
"570","Fort Worth","Boston",1773,"Road",NA,14964,71.3,2,"Low","Clear",94.1,53,"Pharmaceutical","Fragile","No","No","No","Peak","No",4.1,570
"571","San Jose","Sacramento",1992,"Road",1.1,8985,54.1,4,"Low","Clear",79.9,381,"Food","Fragile","No","No","No","Off-Peak","No",6,571
"572","San Antonio","Nashville",2989,"Road",1.5,4224,75,2,"Low","Clear",94.5,42,"Clothing","Fragile","No","No","No","Off-Peak","No",6.6,572
"573","Fort Worth","Sacramento",622,"Road",0.71,5273,82.2,5,"Low","Clear",96.8,74,"Clothing","Fragile","No","Yes","No","Off-Peak","No",5.9,573
"574","Los Angeles","Cincinnati",2459,"Rail",1.2,8732,44.4,1,"Low","Storm",89.6,51,"Furniture","Standard","Yes","Yes","No","Peak","No",8.7,574
"575","Dallas","Kansas City",1877,"Road",0.72,2063,76.4,1,"Medium","Clear",79.1,700,"Furniture","Fragile","No","Yes","No","Peak","No",5.6,575
"576","Columbus","Miami",2958,"Road",1.33,759,93.2,2,"Low","Rain",96,456,"Electronics","Oversized","No","No","No","Off-Peak","No",7.4,576
"577","Philadelphia","Kansas City",1353,"Road",0.54,12705,78.9,1,"Low","Clear",99.9,787,"Pharmaceutical","Fragile","No","No","No","Off-Peak","No",3.4,577
"578","Houston","Orlando",2186,"Road",1.71,10800,95.6,0,"Low","Clear",85.6,558,"Furniture","Refrigerated","No","No","No","Off-Peak","No",4.7,578
"579","Charlotte","Orlando",274,"Air",1.76,16454,86.7,2,"Low","Clear",NA,26,"Electronics","Fragile","No","No","No","Off-Peak","No",1.4,579
"580","Columbus","Nashville",1910,"Road",0.8,13264,23.9,1,"Low","Clear",97.9,193,"Clothing","Oversized","No","No","No","Off-Peak","No",4.6,580
"581","Columbus","Sacramento",683,"Air",1.33,9418,71.2,0,"Medium","Clear",86.5,967,"Automotive","Refrigerated","No","Yes","Yes","Off-Peak","No",4.9,581
"582","Philadelphia","Indianapolis",2761,"Road",1.42,17185,80.4,0,"Medium","Clear",74.7,135,"Electronics","Oversized","Yes","No","Yes","Peak","No",7.6,582
"583","Los Angeles","Boston",2445,"Road",0.7,15512,44.5,3,"High","Rain",78,893,"Furniture","Fragile","No","No","No",NA,"No",5.9,583
"584","Los Angeles","Denver",2576,"Road",1.55,7708,84.5,1,"Low","Rain",88.2,461,"Food","Refrigerated","No","Yes","No","Peak","No",8.6,584
"585","San Diego","Portland",2459,"Rail",1.82,19742,14.7,0,"Low","Clear",93,112,"Electronics","Standard","No","No","No","Peak","Yes",4.2,585
"586","San Diego","Cincinnati",1280,"Road",1.93,4351,52.5,1,"Low","Storm",71,536,"Electronics","Standard","No","No","No","Off-Peak","No",4.7,586
"587","Austin","Nashville",2934,"Road",1.6,19471,32,0,"Medium","Clear",NA,NA,"Clothing","Standard","No","Yes","No","Off-Peak","No",7.4,587
"588","Phoenix","Orlando",1523,"Road",0.5,9073,55.6,0,"Low","Clear",90.4,14,"Food","Standard","Yes","No","No","Off-Peak","Yes",3.3,588
"589","Dallas","Cleveland",1521,"Air",1.66,6276,20,3,"Medium","Clear",92.1,587,"Furniture","Oversized","No","No","No","Off-Peak","Yes",2.9,589
"590","San Antonio","Indianapolis",1063,"Road",1.02,17198,96.8,0,"Low","Clear",70.3,831,"Furniture","Fragile","No","No","No","Off-Peak","Yes",2.8,590
"591","Chicago","Detroit",249,"Road",1.12,14183,38.9,0,"Low","Clear",92.9,646,"Food","Standard","No","Yes","No","Off-Peak","No",2.1,591
"592","San Antonio","Boston",2727,"Road",0.5,11184,81.4,1,"Medium","Rain",81.6,967,"Electronics","Fragile","No","Yes","No","Off-Peak","No",7.3,592
"593","San Diego","Cincinnati",702,"Road",1,4901,30.7,2,"Low","Rain",76.6,126,"Furniture","Standard","No","No","No","Off-Peak","No",3.5,593
"594","Austin","Las Vegas",928,"Air",0.99,10536,53,1,"Low","Storm",85.9,640,"Pharmaceutical","Fragile","No","Yes","No","Off-Peak","No",5.3,594
"595","San Jose","Miami",1993,"Road",1.19,15121,42.8,0,"Low","Clear",93.9,269,"Food","Refrigerated","No","No","No","Peak","No",4,595
"596","Phoenix","Orlando",1722,"Road",1.74,10047,71.9,1,"Low","Clear",90.8,14,"Pharmaceutical","Oversized","No","Yes","No","Peak","Yes",5.8,596
"597","New York","Orlando",2915,"Air",1.49,9587,16.1,0,"Low","Snow",73.5,999,"Automotive","Standard","No","No","No","Off-Peak","No",5.1,597
"598","San Antonio","Portland",360,"Road",1.05,10121,37.6,1,"Low","Clear",78.3,432,"Clothing","Standard","No","No","Yes","Off-Peak","No",4.3,598
"599","Philadelphia","Detroit",1654,"Road",1.68,12226,27.4,1,"Low","Clear",86.8,827,"Food","Refrigerated","No","No","No","Peak","No",3.5,599
"600","San Diego","Miami",2750,"Air",1.07,9921,81.5,1,"Medium","Clear",78.6,277,"Pharmaceutical","Oversized","No","Yes","Yes","Off-Peak","Yes",7.3,600
"601","Houston",NA,2625,"Road",1.92,3984,64.3,1,"Low","Clear",94.6,919,"Automotive","Oversized","No","No","No","Off-Peak","No",6.6,601
"602","Philadelphia","Detroit",2718,"Road",1.66,10291,76.9,0,"Medium","Rain",85.6,158,"Clothing","Fragile","Yes","No","Yes","Peak","No",7.6,602
"603","Charlotte","Seattle",2347,"Road",0.96,NA,58.9,1,"Low","Clear",71.7,222,"Furniture","Fragile","No","No","No","Peak","No",3.9,603
"604","Jacksonville","Detroit",543,"Road",0.86,1613,99.7,0,"Medium","Rain",78.5,908,"Furniture","Standard","No","Yes","No","Peak","No",2.2,604
"605","New York","Las Vegas",408,"Road",0.73,9382,35,2,"Medium","Clear",79.9,385,"Automotive","Standard","Yes","No","No","Off-Peak","No",2.4,605
"606","Chicago","Orlando",399,"Road",1.83,17331,38.7,1,"Medium","Clear",90.5,74,"Automotive","Fragile","Yes","No","No","Peak","No",1.2,606
"607","Jacksonville","Seattle",1325,"Rail",1.31,6624,84.6,1,"Low","Clear",80.3,97,"Clothing","Standard","No","No","No","Off-Peak","No",3.2,607
"608","Charlotte","Portland",2343,"Road",1.86,11943,38.5,1,"Low","Storm",91.2,281,"Pharmaceutical","Standard","No","Yes","No","Off-Peak","No",7.6,608
"609","Houston","Portland",2717,"Teleportation",2,9442,6,1,"Low","Clear",70.6,645,"Furniture","Oversized","No","Yes","No","Off-Peak","No",7.7,609
"610","New York","Sacramento",1308,"Road",1.33,15217,4,0,"Low","Clear",73.3,740,"Clothing","Fragile","No","No","No","Off-Peak","No",2.1,610
"611","Phoenix","Orlando",2438,"Road",1,10656,68.9,1,"Low","Clear",82.6,485,"Automotive","Standard","No","No","No","Peak","Yes",5.6,611
"612","Austin","Boston",1432,"Air",1.5,19377,85.1,0,"Medium","Clear",81.2,36,"Automotive","Oversized","No","No","No","Off-Peak","Yes",1.2,612
"613","Charlotte","Nashville",2052,"Air",1.81,18988,94.2,2,"Medium","Clear",97.6,990,"Pharmaceutical","Fragile","No","No","No","Peak","No",3.7,613
"614","Houston","Boston",2288,"Road",NA,11542,50.4,0,"Low","Clear",96.8,413,"Automotive","Fragile","Yes","No","No","Peak","No",4.1,614
"615","Los Angeles","Atlanta",2066,"Air",1.11,2754,34.8,0,"Low","Storm",72.4,381,"Automotive","Oversized","No","No","Yes","Off-Peak","No",7.1,615
"616","Columbus","Indianapolis",2550,"Road",1.6,5140,14.7,1,"Medium","Clear",79.1,409,"Furniture","Fragile","No","No","No","Off-Peak","No",5.3,616
"617","Charlotte","Indianapolis",969,"Air",0.97,19861,65.4,2,"Low","Snow",74.1,509,"Furniture","Refrigerated","Yes","No","Yes","Off-Peak","No",5.7,617
"618","Columbus","Seattle",589,"Road",1.18,8215,21.7,1,"Low","Storm",78,185,"Electronics","Fragile","Yes","No","No","Off-Peak","No",2.8,618
"619","San Antonio","Sacramento",326,"Air",0.86,4471,29.5,1,"Low","Clear",80.4,182,"Clothing","Refrigerated","No","Yes","No",NA,"No",2.9,619
"620","Chicago","Denver",94,"Road",1.54,7030,46.9,0,"Low","Rain",95,400,"Furniture","Oversized","No","No","No","Off-Peak","No",1.2,620
"621","San Jose","Cleveland",2712,"Road",1.12,11429,49.6,3,"Medium","Clear",84.3,595,"Clothing","Standard","Yes","No","No","Off-Peak","No",6.1,621
"622","Chicago","Miami",2398,"Road",1.53,704,32,1,"Low","Rain",73.2,745,"Electronics","Standard","No","No","No","Off-Peak","No",5.6,622
"623","Austin","Cleveland",279,"Road",1.92,494,79.5,0,"Medium","Rain",86.3,224,"Pharmaceutical","Fragile","No","Yes","No","Off-Peak","No",1.6,623
"624","New York","Atlanta",350,"Road",0.58,6776,26.8,1,"Medium","Clear",80.3,403,"Electronics","Oversized","No","No","No","Off-Peak","No",-1.5,624
"625","San Antonio","Cleveland",563,"Road",1.43,5203,18.9,2,"Low","Rain",87.2,158,"Pharmaceutical","Refrigerated","No","Yes","No","Off-Peak","No",4.1,625
"626","Fort Worth","Detroit",1610,"Road",1.62,552,10,3,"Medium","Rain",77.7,446,"Clothing","Fragile","No","No","No","Off-Peak","No",5.1,626
"627","Philadelphia","Atlanta",2219,"Rail",1.53,15380,29.7,2,"High","Clear",81.7,464,"Automotive","Fragile","No","Yes","No","Off-Peak","No",5.6,627
"628","Jacksonville","Las Vegas",399,"Road",1.81,15641,22.6,1,"Medium","Clear",72,590,"Clothing","Oversized","Yes","Yes","No","Peak","Yes",3.2,628
"629","Houston","Orlando",355,"Air",1.7,13897,70.6,1,"Low","Snow",99.7,191,"Pharmaceutical","Refrigerated","No","Yes","No","Off-Peak","No",2.5,629
"630","Phoenix","Boston",1679,"Road",1.82,1116,52.8,0,"Low","Clear",81.9,857,"Pharmaceutical","Fragile","Yes","No","No","Off-Peak","No",2.6,630
"631","San Antonio","Indianapolis",907,"Road",1.97,13220,66.5,0,"High","Clear",79.8,202,"Automotive","Refrigerated","No","No","No","Off-Peak","No",1.3,631
"632","Chicago","Sacramento",1349,"Road",1.32,15277,17.1,2,"Low","Snow",NA,564,"Electronics","Oversized","No","Yes","No","Peak","No",7.2,632
"633","Los Angeles","Miami",399,"Road",1.67,6475,79.2,0,"Low","Clear",72.7,698,"Clothing","Fragile","No","No","No","Off-Peak","No",1.1,633
"634","San Diego","Orlando",2769,"Road",1.37,8139,20.8,0,"Low","Rain",77.5,115,"Pharmaceutical","Standard","Yes","No","No","Off-Peak","No",6,634
"635","Houston","Sacramento",2211,"Rail",0.62,749,89.6,1,"Low","Clear",71.8,863,"Electronics","Oversized","No","Yes","No","Off-Peak","No",6.5,635
"636","Philadelphia","Kansas City",1412,"Road",1.2,9895,10,1,"High","Clear",83.8,983,"Food","Refrigerated","No","No","No","Off-Peak","No",2.8,636
"637","Fort Worth","Seattle",2033,"Road",0.73,2919,78.2,0,"Low","Clear",82.6,809,"Electronics","Oversized","No","Yes","No","Peak","Yes",6.1,637
"638","San Jose","Miami",901,"Air",1.33,16003,10,3,"Low","Clear",90.1,645,"Automotive","Standard","No","Yes","No",NA,"No",4.3,638
"639","San Antonio","Detroit",2007,"Road",0.58,8241,14.9,1,"Low","Clear",78.8,503,"Electronics","Refrigerated","No","No","No","Peak","No",3.9,639
"640","Austin","Orlando",1156,"Air",1.6,18735,20.9,1,"High","Clear",87.5,789,"Pharmaceutical","Standard","No","No","No","Off-Peak","No",1,640
"641","Austin","Nashville",2029,"Rail",0.5,14685,56.5,0,"High","Clear",95.6,541,"Food","Oversized","No","No","No","Off-Peak","Yes",2.9,641
"642","Philadelphia","Seattle",1268,"Rail",0.63,8756,66.1,1,"Low","Rain",78.7,578,"Automotive","Oversized","No","No","No","Off-Peak","No",2.7,642
"643","New York","Nashville",2148,"Road",1.85,15997,35.1,1,"High","Clear",82.8,232,"Furniture","Refrigerated","No","No","No","Peak","No",4.4,643
"644","Philadelphia","Sacramento",879,"Air",1.96,7389,53.2,2,"Medium","Clear",76.1,697,"Electronics","Oversized","No","No","No","Peak","No",1.9,644
"645","San Diego","Cincinnati",2229,"Road",0.97,7682,50.3,0,"Medium","Clear",85.9,620,"Electronics","Refrigerated","No","No","No","Peak","No",4,645
"646","Chicago","Boston",1746,"Road",1.46,13504,32.3,2,"Low","Clear",89.5,212,"Food","Oversized","No","No","No","Peak","Yes",4.3,646
"647","Los Angeles","Las Vegas",122,"Rail",1.48,8851,82.2,1,"Medium","Clear",71.6,843,"Pharmaceutical","Standard","No","No","Yes","Off-Peak","Yes",3.2,647
"648","Austin","Miami",1120,"Air",1.42,14281,88.8,2,"Medium","Rain",94.8,120,"Furniture","Oversized","No","No","No","Off-Peak","No",2,648
"649","Chicago","Portland",1351,"Air",1.82,8763,61.3,2,"Low","Rain",82.2,174,"Pharmaceutical","Refrigerated","No","Yes","No","Peak","No",6.2,649
"650","New York","Seattle",1240,"Road",1.67,13341,29.2,1,"Low","Clear",82.9,892,"Food","Refrigerated","No","Yes","No","Off-Peak","No",5.2,650
"651","Columbus","Atlanta",1657,"Road",0.96,10509,56.6,1,"Low","Clear",81.8,843,"Pharmaceutical","Oversized","No","No","No","Peak","No",3.8,651
"652","Los Angeles","Cincinnati",2596,"Rail",0.58,18081,66.3,1,"Medium","Clear",74.4,313,"Food","Oversized","Yes","Yes","No","Off-Peak","Yes",6.7,652
"653","Los Angeles","Cleveland",2309,"Air",1.17,18764,45.8,0,"Low","Clear",72.4,265,"Furniture","Refrigerated","Yes","No","No","Off-Peak","No",2.8,653
"654","San Diego","Cincinnati",243,"Road",1.14,19226,63.4,5,"Low","Rain",70.3,531,"Electronics","Fragile","No","No","No","Off-Peak","Yes",3.7,654
"655","San Jose","Boston",397,"Road",1.46,4751,65.8,0,"Low","Clear",75.4,NA,"Pharmaceutical","Fragile","No","No","No","Peak","No",1,655
"656","Houston","Nashville",964,"Road",1.62,8686,86.9,0,"Medium","Clear",74.2,835,"Pharmaceutical","Oversized","No","No","No","Peak","No",2.4,656
"657","Columbus","Portland",961,"Road",1.38,8436,12.8,2,"Low","Rain",75.7,92,"Pharmaceutical","Standard","No","No","No","Off-Peak","Yes",3.9,657
"658","Dallas","Seattle",2210,"Road",1.19,3276,85.7,2,"Medium","Clear",77.4,212,"Furniture","Refrigerated","No","No","No","Off-Peak","No",4.4,658
"659","Fort Worth","Detroit",467,"Air",0.83,10674,34.3,1,"Low","Snow",93.9,572,"Automotive","Fragile",NA,"No","Yes","Off-Peak","No",5.5,659
"660","San Antonio","Boston",2934,"Road",1.18,18677,82.7,0,"Low","Clear",96.6,737,"Furniture","Fragile","No","No","No","Off-Peak","No",6.3,660
"661","San Diego","Denver",2572,"Air",1.65,1899,94.8,1,"Medium","Rain",91.3,906,"Clothing","Fragile","No","No","No","Off-Peak","No",4.3,661
"662","Fort Worth","Boston",1773,"Road",0.89,13162,22.1,1,"Low","Clear",87.1,298,"Pharmaceutical","Refrigerated","No","No","No","Peak","No",4.6,662
"663","Chicago","Boston",2704,"Road",1.56,3652,73.4,2,"Medium","Clear",92.7,474,"Pharmaceutical","Fragile","No","No",NA,"Off-Peak","No",5.6,663
"664","Charlotte","Seattle",78,"Road",1.67,5047,55.9,1,"Low","Clear",88.7,291,"Food","Fragile","No","No","Yes","Peak","No",4,664
"665","Philadelphia","Kansas City",2364,"Rail",1.08,11629,17.6,2,"High","Clear",97.6,66,"Furniture","Oversized","No","No","No","Off-Peak","Yes",4.8,665
"666","Austin","Kansas City",2728,"Road",0.96,2073,27.8,1,"Medium","Clear",85.6,271,"Furniture","Standard","No","No","No","Off-Peak","No",6.1,666
"667","Philadelphia","Denver",377,"Road",0.67,13340,11.9,0,"Low","Snow",81.2,949,"Electronics","Fragile","No","Yes","No","Peak","No",3.7,667
"668","Fort Worth","Denver",1424,"Road",1.22,12443,8.1,1,"Medium","Rain",76.6,901,"Pharmaceutical","Refrigerated","No","No","No","Off-Peak","No",3,668
"669","San Diego","Las Vegas",2039,"Road",1.61,17470,17.7,0,"Medium","Clear",96.4,214,"Electronics","Refrigerated","No","No","No","Peak","No",3.1,669
"670","New York","Las Vegas",1423,"Air",1.28,4057,62.8,1,"Low","Rain",90.8,907,"Pharmaceutical","Oversized","Yes","Yes","No","Off-Peak","Yes",5.4,670
"671","Jacksonville","Boston",2631,"Road",1.88,6482,72.2,1,"Low","Rain",81.9,172,"Pharmaceutical","Fragile","No","Yes","No","Off-Peak","No",9.3,671
"672","Los Angeles","Orlando",1233,"Air",0.52,8253,64.2,2,"Low","Clear",76,917,"Electronics","Fragile","Yes","No","No","Off-Peak","No",2.9,672
"673","Phoenix","Atlanta",1722,"Road",1.87,18548,67.1,2,"Low","Clear",96.3,276,"Clothing","Oversized","No","No","No","Peak","No",4.7,673
"674","Charlotte","Atlanta",1978,"Rail",1.37,965,10.1,2,"Medium","Clear",92.5,723,"Electronics","Fragile","No","Yes","No","Peak","No",6.4,674
"675","Columbus","Detroit",893,"Rail",1.71,3953,29.2,0,"Low","Clear",73.2,168,"Food","Refrigerated","No","Yes","Yes","Peak","No",6.5,675
"676","San Diego","Atlanta",2681,"Road",1.15,14429,95.1,0,"Low","Clear",75.2,24,"Automotive","Fragile","No","No","No","Off-Peak","Yes",5.6,676
"677","San Diego","Atlanta",459,"Air",0.97,1199,36.3,1,"Low","Rain",78.2,582,"Automotive","Refrigerated","No","No","No","Peak","No",2,677
"678","Jacksonville","Boston",1694,"Road",1.11,19627,16.6,1,"Low","Rain",93.5,722,"Automotive","Fragile","No","No","No","Peak","Yes",4.7,678
"679","Columbus","Sacramento",796,"Road",0.95,614,83.8,0,"Low","Clear",94.6,634,"Furniture","Refrigerated","Yes","No","No","Off-Peak","No",1.3,679
"680","San Antonio","Indianapolis",267,"Road",0.68,10233,84.7,0,"Medium","Clear",98.2,974,"Furniture","Standard","No","No","No","Off-Peak","No",1,680
"681","Phoenix","Portland",2300,"Road",0.92,17318,38.6,2,"Medium","Clear",98.5,365,"Food","Fragile","No","No","No","Off-Peak","No",5.3,681
"682","New York","Indianapolis",1839,"Rail",0.91,6102,68.5,1,"Medium","Clear",73.3,573,"Electronics","Oversized","No","No","No","Peak","No",2.8,682
"683","San Jose","Miami",1032,"Air",1.01,12433,48.2,2,"Low","Clear",84.5,797,"Furniture","Oversized","No","No","Yes","Off-Peak","No",5.1,683
"684","Austin","Kansas City",2734,"Road",0.53,11348,16,0,"Low","Rain",74.3,37,"Food","Oversized","No","No","No","Off-Peak","No",6.6,684
"685","Dallas","Seattle",1791,"Road",1.64,9018,64.1,1,"High","Clear",81.1,675,"Furniture","Refrigerated","No","No","No","Off-Peak","No",4.6,685
"686","Dallas","Miami",2842,"Road",1.17,18857,82.7,0,"Low","Clear",94.7,881,"Furniture","Fragile","Yes","Yes","No","Off-Peak","No",7.6,686
"687","Austin","Kansas City",2712,"Road",1.4,7752,43.3,2,"Low","Clear",92,109,"Clothing","Standard","No","No","No","Off-Peak","No",5.6,687
"688","San Antonio","Cincinnati",1192,"Road",0.66,6965,45.1,3,"Medium","Clear",98.9,672,"Furniture","Fragile","No","No","Yes","Off-Peak","No",6.5,688
